"type" "address" "addresses" "all" "business" "capitalAve" "capitalLong" "capitalTotal" "charDollar" "charExclamation" "charHash" "charRoundbracket" "charSemicolon" "charSquarebracket" "conference" "credit" "cs" "data" "direct" "edu" "email" "font" "free" "george" "hp" "hpl" "internet" "lab" "labs" "mail" "make" "meeting" "money" "num000" "num1999" "num3d" "num415" "num650" "num85" "num857" "order" "original" "our" "over" "parts" "people" "pm" "project" "re" "receive" "remove" "report" "table" "technology" "telnet" "will" "you" "your"
"2668" "nonspam" 0 0 0.14 0 2.79 36 681 0.021 0 0 0.2 0.116 0.042 0 0 0 0.22 0 0 0.07 0 0 0.07 0.74 0.81 0 0 0 0 0.07 0 0 0 0.44 0 0 0 0 0 0.74 0 0.07 0 0 0 0 0 0 0 0 0.07 0 0 0 0.22 0.29 0.22
"2669" "nonspam" 0 0.12 0.6 0.73 2.056 65 364 0.016 0.033 0 0.148 0.016 0 0.12 0 0 0 0 0 0 0 0 0 1.58 0 0 0 0 0 0.12 1.33 0 0 0.12 0 0 0.24 0.36 0 0 0 0.6 0 0 0.12 0 0.12 0.12 0 0 0 0 0 0.48 0.12 0.6 0.48
"2670" "nonspam" 0 0 0 0 1.25 2 5 0 0 0 1.369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2671" "nonspam" 0 0 0.42 0.28 2.345 17 333 0 0 0 0.019 0.058 0.019 0 0 0 0 0 0 0 0 0 0.14 3.12 0 0 1.27 0.42 0 0 0 0 0 0.28 0 0 0 0 0 0 0.14 0.42 0.14 0 0.14 0.14 0 0.14 0 0 0 0 0.56 0 1.56 0.14 0.14
"2672" "nonspam" 0 0 2.04 0 1.1 2 11 0 0 0 0.722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08 0 0 0 0 0 0 0 0 0 0 2.04 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04 0
"2673" "nonspam" 0 0 0 0 2.076 5 27 0 0 0 0.396 0.198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.13 0 0 0 0 0 0 0 0 1.13 0 0
"2674" "nonspam" 0 0 0 0 3.25 11 39 0 0 0 1.229 0 0 0 0 0 0 2.77 0 0 0 0 2.77 5.55 2.77 0 5.55 2.77 0 0 0 0 0 0 0 2.77 2.77 2.77 2.77 0 0 0 0 0 0 0 0 0 0 0 0 0 2.77 2.77 2.77 2.77 0
"2675" "nonspam" 0 0 0 0 2.133 12 64 0 0 0 0.419 0 0 0 0 0 0 1.42 0 0 0 0 4.28 2.85 1.42 0 1.42 1.42 0 0 0 0 0 1.42 0 1.42 1.42 1.42 1.42 0 1.42 0 0 0 0 1.42 0 1.42 0 0 0 0 1.42 1.42 1.42 0 4.28
"2676" "nonspam" 0 0 0 0 1.904 11 80 0 0 0 0.185 0 0 0 0 0 0 0 0.46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2677" "nonspam" 0.06 0 0.2 0.06 2.423 26 693 0.018 0 0 0.093 0.028 0 0.13 0 0 0.06 0 0 0 0 0.06 0 3.47 0 0 0 0 0 0.2 0 0 0 0.06 0 0 0 0 0 0 0.13 0.4 0 0 0.27 0 0.06 0.06 0 0 0 0 0.34 0 0.95 0 0
"2678" "nonspam" 0 0 0 0 1.352 3 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.14 0.76 0 0.38 1.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0 0 2.28 0.76 0
"2679" "nonspam" 0.04 0.02 0.29 0.13 2.201 79 2631 0.003 0.003 0 0.176 0.032 0 0.15 0 0.06 1.7 0 0.29 0.08 0 0.13 0 0 0 0.13 0.02 0 0.11 0.06 0.04 0 0 0.83 0 0 0.02 0 0 0.02 0.02 0.08 0.06 0.02 0 0 0.06 0 0 0 0.02 0.02 0.22 0 0.47 0.24 0.17
"2680" "nonspam" 0 0 0 0 1.7 8 17 0 0.436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"2681" "nonspam" 0 0 0 0 1.428 4 10 0 0.769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.76 0 0
"2682" "nonspam" 0.06 0 0.2 0.06 2.423 26 693 0.018 0 0 0.09 0.027 0 0.13 0 0 0.06 0 0 0 0 0.06 0 3.47 0 0 0 0 0 0.2 0 0 0 0.06 0 0 0 0 0 0 0.13 0.4 0 0 0.27 0 0.06 0.06 0 0 0 0 0.34 0 0.95 0 0
"2683" "nonspam" 0 0 0.79 0 1.166 4 42 0 0 0.147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.79 0 0 0 0 0 0 0 0 0 0 0 0.79 0 0 0 0 0 0 0 0 0 0 0 0 0.79 0.79 0
"2684" "nonspam" 0 0 0 0 3.379 11 98 0 0 0 0.404 0 0 0 0 0 0 0 0 0 0 0 0 1.19 1.19 0 0 0 1.19 0 0 0 0 0 0 0 2.38 0 0 0 0 0 0 0 0 1.19 0 0 0 0 0 0 1.19 0 0 0 0
"2685" "nonspam" 0 0 0.32 0.32 1.638 6 154 0 0 0 0.022 0 0 0 0 0 0 0 0 0 0 0 0 1.31 0 0 1.31 0.49 0 0 0 0 0 0.16 0 0 0 0 0 0 0 0.49 0.16 0 0 0 0 0.16 0 0 0 0 0.65 0 1.48 0.16 0.16
"2686" "nonspam" 0 0 0 0 1.813 11 107 0 0 0 0.045 0 0 0 0 0 0.63 0 0 0 0 0 0 0.31 0 0 0 0.63 0 0 0 0 0 0 0 0 0.63 0.31 0 0 0 0.31 0 0 0 0 0 0 0 0 0 0 0 0 0.31 0 0
"2687" "nonspam" 0 0 0 0 3.27 19 121 0 0 0 0.386 0 0 0 0 0 0 0 0 0 0 0.67 0 0.67 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 1.35 4.05 2.02
"2688" "nonspam" 0 0 0 0 3.222 9 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2689" "nonspam" 0 0 1.63 0 1.181 3 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 1.63 1.63
"2690" "nonspam" 0 0 3.44 0 1.727 4 19 0 0 0 0 0 0 0 0 0 0 0 0 3.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.44
"2691" "nonspam" 0 0 0 0 3.627 19 341 0 0 0 0.524 0.349 0.116 0 0 2.31 0.33 0 0 0 0 0 0 7.61 2.64 0 0 0 0.66 0 0.33 0 0 1.32 0 0 0 0 0 0 0 0.33 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.66 0.33
"2692" "nonspam" 0 0 0 0 1.923 7 50 0 0.239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4 0 0 0 0 0 0 0 0 0 0 0 0 2.81 0 0
"2693" "nonspam" 0 0 0 0 3.731 21 153 0 0 0 0.194 0 0 0 0 0 0 0 0 0 0 0 0 0.53 0.53 0 0 0 0.53 0 0 0 0 0 0 0 1.07 0 0 0 0 0 0 0 0 1.07 0 0 0 0 0 0 0.53 0 2.68 0.53 0
"2694" "nonspam" 0 0 0 0 1 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.57 0 10.71
"2695" "nonspam" 0 0 0 0 1.363 5 45 0 0.281 0 0 0 0 0 0 0 1.03 0 0 0 0 0 0.51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.51 0 0 0.51 0 0 0 0 0 0 0 0 0 0 1.55 0
"2696" "nonspam" 0 0 0 0 1.833 6 11 0 0.925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.66 0 0 0 0 0 0 0 8.33 0
"2697" "nonspam" 0 0 0 0 3.333 11 30 0 0 0 1.257 0 0 0 0 0 0 4.76 0 0 0 0 4.76 9.52 4.76 0 4.76 4.76 0 0 0 0 0 0 0 4.76 4.76 4.76 4.76 0 0 0 0 0 0 0 0 0 0 0 0 0 4.76 4.76 0 0 0
"2698" "nonspam" 0 0 0 0 1.536 8 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.42 0.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.28 0 0.85 0 0
"2699" "nonspam" 0 0 0 0 1.6 4 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.14 0 0 0 0 0 7.14 0 0 0 0 0 0 0 0 0
"2700" "nonspam" 0 0 1.96 0 1.647 4 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96 0 0 0 0 0 0 0 0 3.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.92 0 0 0 0 0 0 0 0 0
"2701" "nonspam" 0 0 0 0 1.75 7 63 0 0.168 0 0.168 0 0 0 0 0 0 0 0 0 0 0 0 3.19 1.06 0 0 0 0 0 0 0 0 1.06 0 0 0 0 0 0 0 0 0 0 0 2.12 0 0 0 0 0 0 0 0 1.06 1.06 0
"2702" "nonspam" 0 0 0 1.06 2.714 13 76 0 0 0 0.143 0 0 0 0 0 0 0 0 0 0 0 0 0 1.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.06 0 0 0 0 0 0 0 0 3.19 0 0
"2703" "nonspam" 0 0 0.64 0 1.727 5 57 0 0 0 0.619 0.309 0 0 0 0 0 0 0 0 0 0.64 0 0 0 0 0 0 0 0.64 0.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.64 0.64 0 0 0 0 0 0 0 0.64 0.64 0
"2704" "nonspam" 0 0 0.47 0 1.233 4 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0 0 0 0 0 1.43 0 0 0 0 0 0 0 0 0 0 1.91 0 0 0 0 0 0.95 0 0 0 0 0 0 1.91 0 0
"2705" "nonspam" 0 0 0 0 1.333 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.69 0 0 0 0 0 0 0 0 0
"2706" "nonspam" 0 0 0 0 1.14 5 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.76 0.25 0 0 0 0 0 0 0 0 0 0 0 0.76 0 0
"2707" "nonspam" 0 0 0 0 1.666 9 35 0 0 0 0 0 0 1.38 0 0 0 0 0 0 0 1.38 2.77 0 0 0 0 0 0 0 0 0 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 1.38 0 0 0 0 0 0 0 1.38 0
"2708" "nonspam" 0 0 0 0 1.47 4 25 0 0.349 0 0 0 0 0 0 0 0 0 0 0 0 0 1.85 0 0 0 0 0 1.85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7 0
"2709" "nonspam" 0 0 0.59 0 1.6 15 120 0.134 0.044 0 0 0.089 0 0 0 0 0 0 0 0.89 0 0 0 0.29 0.29 0.29 0 0 0.29 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0.59 0 0 0 0 0.29 0.29 0.59 0 0 0 0 0 3.58 1.49
"2710" "nonspam" 0 0 0 0 3.25 75 286 0 0 0 0.262 0 0 0.28 0 0 0 0 0 0 0 0 0 1.13 0.84 0 0 0.84 0.28 0 0 0 0 0.56 0 0 0.56 0.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.56 0 0
"2711" "nonspam" 0 0 0 0 2.571 10 36 0 0.523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2712" "nonspam" 0 0 0.08 0.42 2.023 27 694 0 0 0 0.08 0.034 0 0 0 0 0.16 0 0 0 0 0 0 3.11 0 0.25 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0.08 0 0 0.25 0 0.08 0 0 0 0 0 0.25 0 0.25 0 1.17 0 0
"2713" "nonspam" 0 0 1.36 0 1.294 5 44 0 0 0 0.357 0 0 0 0 0 0 0 0 0 0 0 1.36 0 0 0 0 0 0 0 0 0 0 0.68 0 0 0 0 0 0 0 0.68 0.68 0 0 0 0 0 0 0 0 0 0 0 0 2.05 0
"2714" "nonspam" 0 0 0 0 1.803 27 238 0 0 0 0.297 0 0 0 0 0 0.14 0 0 0.29 0 0 0.59 0.14 0.14 0 0 0 0.14 0 0 0 0 0.59 0 0 0 0 0 0 0 0 0.14 0 0 0 0 0.44 0 0 0 0 0 0 0 0.74 0.14
"2715" "nonspam" 0.03 0 0 0.03 3.427 49 1827 0 0.128 0 0.178 0.024 0 0 0 0.36 0 0 1.19 0.12 0 0 0 0.46 0.27 0 0.03 0.06 0.09 0.03 0 0 0 0.15 0 0 0 0 0 0.06 0.03 0 0 0 0 0 0 0.12 0.03 0 0 0 0.03 0 0.15 0.03 0
"2716" "nonspam" 0 0 0.27 0 2.235 51 199 0 0 0 0.164 0.082 0 0 0 0 0 0 0.27 0 0 0 0 0.55 0.27 0 0 0.27 0.83 0 0 0 0 0 0 0 0.55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.55 0 0
"2717" "nonspam" 0 0 2.27 0 5.25 32 63 0 0.296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.27 0 0 0 0 0 0 0 0 4.54 0 0
"2718" "nonspam" 0 0 0.7 0 1.375 5 55 0 0 0 0.252 0.126 0 0 0 0 0 0 0 0 0 0 1.41 0 0 0 0 0 0 0 0 0 0 0.7 0 0 0 0 0 0 0 0 0.7 0 0 0 0 0.7 0 0 0 0 0 0 0 3.54 0.7
"2719" "nonspam" 0 0 0.64 0 1.902 12 78 0 0.225 0 0.225 0 0 0 0 0 0 0.64 0 0 0 0 1.92 1.28 0.64 0 0.64 0.64 0 0 0 0 0 0.64 0 0.64 0.64 0.64 0.64 0 0.64 0 0.64 0 0 0.64 0 1.28 0 0 0 0 0.64 0.64 0 3.84 0.64
"2720" "nonspam" 0 0 0 0 1.259 3 34 0 0 0 0 0 0 0 0 0 4.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.34 0 0 0 0 0 0 0 1.58 0 0
"2721" "nonspam" 0 0 0 0 1 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.09 0 0 0 0 0 0 0 9.09 0
"2722" "nonspam" 0 1.49 0 0 3.5 17 49 0 0 0 0.209 0 0.209 0 0 0 0 0 0 0 0 0 0 1.49 1.49 0 0 0 2.98 0 0 0 0 1.49 0 0 0 0 0 0 1.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2723" "nonspam" 0 0 0 0 1.3 4 13 0 1.123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.28 0 0 0 14.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2724" "nonspam" 0 0 0 0 1.785 18 75 0 0 0 0.122 0 0 0 0 0 0 0 0 0 0 0 0 2.18 0 0 0 0 0 0 0 0 0 0 0 0 0.72 0 0 0 0 0 0 0 0 0 1.45 0 0 0 0 0 0 0 2.18 1.45 0
"2725" "nonspam" 0 0 0 0 2.187 5 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 0 0 0 0
"2726" "nonspam" 0.99 0 0 0 1.348 4 58 0 0.081 0 0 0 0 0 0 0 0 0 0 1.98 0 0 0 0 0 0.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.49 0 0 0 0 0 0 0 0 0 0 0.49 0 0.49 2.97 1.48
"2727" "nonspam" 0 0 0 0 3.888 55 140 0 0 0 0.166 0 0 0 0 0 0 0 0 0.52 0 0 0.52 0.52 0.52 0 0 0.52 0 0 0.52 0 0 0 0 0 1.05 0 0 0 0 0.52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.52
"2728" "nonspam" 0 0 0 0 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 8.1 0
"2729" "nonspam" 0 0 0 0 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 8.1 0
"2730" "nonspam" 0 0 0 0 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 8.1 0
"2731" "nonspam" 0 0 0 0 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 8.1 0
"2732" "nonspam" 0 0 0 0.76 2.3 7 138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3 0.76 0 0 1.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2733" "nonspam" 0 0 0 0 1.8 5 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 8.1 0
"2734" "nonspam" 0.2 0 0.2 0 2.797 127 512 0 0 0 0.087 0 0 0.2 0 0 0 0 0 0.62 0 0 0 2.49 0.62 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 1.03 0.41 0
"2735" "nonspam" 0.09 0 0.31 0.04 1.784 29 1192 0.006 0.027 0 0.224 0.013 0 0.09 0 0.04 0 0 0.04 0 0 0.13 0 0.9 0.54 0 0 0.18 0.58 0.04 0 0 0.04 0.31 0 0 0.04 0.18 0 0 0 0.04 0.22 0 0 0.22 0 0.13 0.09 0.04 0 0 0.04 0.18 1.17 1.3 1.17
"2736" "nonspam" 0 0 0 0 1.478 5 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.98 0 0 0 0 0 0 0 0 0 0 0.99 0 0 0 0 0 0 0 0 0 0 0 0 0.99 0.99 0 0 0 0 0 0 0 0.99 0.99
"2737" "nonspam" 0 0 0 0.7 17.952 200 377 0 0 0 0.267 0 0.066 0 0 0 0 2.11 0 0 0 0 0.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7 1.4 1.4 1.4
"2738" "nonspam" 0 0 0.59 0 1.8 10 81 0 0.088 0 0.177 0 0 0 0 0 0 0 0 1.19 0 0 0 1.78 1.19 0 0 0.59 0 0 0 0 0 0 0 0 0.59 0.59 0 0 0 0.59 0 0 0 1.19 0 0 0 0 0 0 0.59 0.59 2.38 0.59 0
"2739" "nonspam" 0.26 0 0.26 0.53 1.564 8 194 0.037 0 0 0.111 0 0 0 0 0 0 0 0 0 0 0 0 1.34 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0 0 0.26 0 0 0 0 0 1.07 1.07 1.07
"2740" "nonspam" 0 0 5.1 0 1.29 5 40 0 0 0 1.094 0 0 0 0 0 0 0 0 0 0 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04 0 0 0 0 0 0 0 0 0 0 0 0 1.02 1.02 0
"2741" "nonspam" 0 0 0.13 0 2.78 34 367 0 0.02 0 0.102 0.041 0.02 0.27 0 0 0 0.13 0 0 0 0 0.13 1.65 0.82 0 0.13 0.13 0 0.27 0.41 0 0 0.41 0 0.13 0.13 0.13 0.13 0 0.13 0.82 0 0 0.41 0 0 0.41 0 0 0 0 0.13 0.13 0.55 1.24 1.1
"2742" "nonspam" 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2743" "nonspam" 0 0 0 0 2.454 5 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.9 0 0
"2744" "nonspam" 0 0 0 0 2 38 124 0 0 0 0.049 0 0 0 0 0 0.39 0 0 0 0 0 0 0.39 0 0.39 0.39 0.39 0 0 0 0 0 0.39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.39 0 0.39 0 0
"2745" "nonspam" 0 0 0 0 2.575 15 103 0 0 0 0.263 0 0 0 0 0 0 0 0 0.79 0 0 0 1.58 1.58 0 0 0 0 0 0 0 0 0 0 0 1.58 0.79 0 0 0 1.58 0.79 0 0 0 3.17 0 0 0 0 0 0 0.79 3.17 0 0
"2746" "nonspam" 0 0 0 0 4.341 46 178 0 0 0 0.136 0 0 0.68 0 0 0 0 0.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2747" "nonspam" 0 0 0 0 1.545 5 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 0 0 0 0 0 0 0 4.91 0 0 0 0 0 0 0 0 0 0 3.27 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 0
"2748" "nonspam" 0 0 0 0 1.611 12 116 0 0.063 0 0.063 0.126 0.063 2.45 0 0 0 0 0 0 0 0 0 2.86 2.45 0.4 0.4 0.4 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0.4 0.4 0.4 0 0 0 0 0 0 0 0.81 1.22 0
"2749" "nonspam" 0 0 0 0 1.3 4 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 3.33 0 0
"2750" "nonspam" 0 0 0 0 1.166 2 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.21 0 0 0 0 0 0 0 0 0 1.21 0
"2751" "nonspam" 0 0 1.16 0 1.515 10 50 0 0.139 0 0.139 0 0 0 0 0 0 0 0 3.48 0 0 0 2.32 1.16 0 0 1.16 0 0 0 0 0 0 0 0 1.16 1.16 0 0 0 0 0 0 0 1.16 0 0 0 0 0 0 1.16 1.16 2.32 0 1.16
"2752" "nonspam" 0 0 0 0 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2753" "nonspam" 0 0 0 0 1.153 3 15 0 0 0 0.163 0 0 0 0 0 0 0 1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2754" "nonspam" 0.24 0 0 0 9.31 235 1108 0.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24 0.49 0 0.24 0 0 0.49 0 0 0 0 0.74 0 0 0 0.24 0 0 0 0.24 0 0 0 0 0 0 0 0 1.48 0 0 0.24 0 0.99 0
"2755" "nonspam" 0 0 0 0 1.483 6 89 0 0.075 0 0.075 0 0 2.5 0 0 0 0 0 0 0 0 0 1 0.5 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 1 1.5 0
"2756" "nonspam" 0 0 0 0 2.962 11 157 0 0.329 0.065 0.131 0 0 0 0 0 0 0 0 1.66 0 0.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08 0 0 0 0 0 0 0.83 0 0 0 0 0 0.83 2.91 0.41
"2757" "nonspam" 0 0 0 0 4.689 55 136 0 0 0 0.326 0 0 0 0 0 0 0 0 1.12 0 0 0 1.12 1.12 0 0 1.12 0 0 0 0 0 0 0 0 2.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12 1.12
"2758" "nonspam" 0 0 0 0 2.258 15 192 0 0.052 0.105 0.211 0.264 0.105 0 0 0 0 0.32 0 0.32 0 0 0.96 4.48 3.52 0 0.64 0.32 0 0 0 0 0 0.32 0 0.32 0.96 0.64 0.32 0 0.32 0 0 0 0 0 0 0.96 0 0 0 0 0.32 0.32 0.32 1.28 0.32
"2759" "nonspam" 0 0 0 0 2.303 15 129 0 0.084 0.168 0.168 0 0.084 0 0 0 0 0 0 0.5 0 0 1 2.01 1.5 0 0 0 0 0 0 0 0 0 0 0 1 0.5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.5 1.5 0.5
"2760" "nonspam" 0 0 0 0 4.208 15 101 0 0 0 0.682 0 0 0 0 0 0 0 0 0 0 0 0 2.17 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2761" "nonspam" 0 0 1.19 0 2.724 13 79 0 0.286 0.143 0.286 0 0 0 0 0 0 0 0 1.19 0 0 0 4.76 2.38 0 0 1.19 0 0 0 0 0 0 0 0 1.19 1.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.19 1.19 0 0 1.19
"2762" "nonspam" 0 0 0 0 1.792 12 224 0 0.041 0.041 0.287 0 0.041 0 0 0 0 0.49 0 0 0 0 1.47 1.23 0.73 0 0.49 0.49 0.24 0 0 0 0 0 0 0.49 0.49 0.49 0.49 0 0.73 0.73 0.24 0 0 0.49 0 0.73 0 0 0 0 0.49 0.49 0.49 2.46 0.49
